Fecha,Dia_Semana,Mes,Anio,Dia_Anio,Es_Feriado,Temperatura_Max_Prevista,Promocion_Croissant,Precio_Nuestro,Precio_Competencia,Cantidad_Vendida
2020-01-19,domingo,1,2020,19,0,28.9,0,1.46,1.37,125
2020-01-20,lunes,1,2020,20,0,28.4,0,1.44,1.46,89
2020-01-21,martes,1,2020,21,0,30.2,0,1.44,1.46,93
2020-01-22,miércoles,1,2020,22,0,30.6,1,1.44,1.54,171
2020-01-23,jueves,1,2020,23,0,33.7,0,1.44,1.45,93
2020-01-24,viernes,1,2020,24,0,31.8,0,1.47,1.46,122
2020-01-25,sábado,1,2020,25,0,28.7,0,1.44,1.42,116
2020-01-26,domingo,1,2020,26,0,28.0,0,1.42,1.53,138
2020-01-27,lunes,1,2020,27,0,30.8,0,1.43,1.39,92
2020-01-28,martes,1,2020,28,0,27.1,0,1.45,1.51,103
2020-01-29,miércoles,1,2020,29,0,33.4,1,1.47,1.4,148
2020-01-30,jueves,1,2020,30,0,32.0,0,1.45,1.43,96
2020-01-31,viernes,1,2020,31,0,28.7,0,1.42,1.46,124
2020-02-01,sábado,2,2020,32,0,26.1,0,1.49,1.64,156
2020-02-02,domingo,2,2020,33,0,32.2,0,1.45,1.58,122
2020-02-03,lunes,2,2020,34,0,29.2,0,1.47,1.38,86
2020-02-04,martes,2,2020,35,0,31.9,0,1.44,1.47,96
2020-02-05,miércoles,2,2020,36,0,26.2,0,1.45,1.35,76
2020-02-06,jueves,2,2020,37,0,28.1,1,1.46,1.51,160
2020-02-07,viernes,2,2020,38,0,29.2,0,1.47,1.47,122
2020-02-08,sábado,2,2020,39,0,29.3,0,1.46,1.58,147
2020-02-09,domingo,2,2020,40,0,28.2,0,1.46,1.52,133
2020-02-10,lunes,2,2020,41,0,30.3,0,1.44,1.47,82
2020-02-11,martes,2,2020,42,0,26.8,0,1.43,1.41,82
2020-02-12,miércoles,2,2020,43,0,28.6,0,1.45,1.53,89
2020-02-13,jueves,2,2020,44,0,29.0,0,1.46,1.51,110
2020-02-14,viernes,2,2020,45,0,29.7,0,1.44,1.32,102
2020-02-15,sábado,2,2020,46,0,30.0,0,1.46,1.45,135
2020-02-16,domingo,2,2020,47,0,26.3,0,1.47,1.53,125
2020-02-17,lunes,2,2020,48,0,25.4,0,1.42,1.47,100
2020-02-18,martes,2,2020,49,0,30.9,1,1.43,1.4,144
2020-02-19,miércoles,2,2020,50,0,28.9,0,1.44,1.41,90
2020-02-20,jueves,2,2020,51,0,26.6,1,1.45,1.51,144
2020-02-21,viernes,2,2020,52,0,31.1,0,1.43,1.42,95
2020-02-22,sábado,2,2020,53,0,28.2,0,1.47,1.4,135
2020-02-23,domingo,2,2020,54,0,30.2,0,1.45,1.43,113
2020-02-24,lunes,2,2020,55,0,27.9,0,1.44,1.53,107
2020-02-25,martes,2,2020,56,0,31.7,0,1.41,1.48,68
2020-02-26,miércoles,2,2020,57,0,31.0,0,1.42,1.44,83
2020-02-27,jueves,2,2020,58,0,26.9,0,1.45,1.45,100
2020-02-28,viernes,2,2020,59,0,29.2,0,1.4,1.53,112
2020-02-29,sábado,2,2020,60,0,28.4,1,1.46,1.39,192
2020-03-01,domingo,3,2020,61,0,29.8,0,1.44,1.41,108
2020-03-02,lunes,3,2020,62,0,25.0,0,1.51,1.55,75
2020-03-03,martes,3,2020,63,0,28.2,0,1.49,1.48,75
2020-03-04,miércoles,3,2020,64,0,28.8,0,1.44,1.48,99
2020-03-05,jueves,3,2020,65,0,23.0,0,1.44,1.54,99
2020-03-06,viernes,3,2020,66,0,24.0,1,1.46,1.51,192
2020-03-07,sábado,3,2020,67,0,22.2,0,1.48,1.52,142
2020-03-08,domingo,3,2020,68,0,25.6,0,1.41,1.56,135
2020-03-09,lunes,3,2020,69,0,27.4,0,1.41,1.29,55
2020-03-10,martes,3,2020,70,0,28.9,1,1.43,1.36,152
2020-03-11,miércoles,3,2020,71,0,25.9,0,1.45,1.52,99
2020-03-12,jueves,3,2020,72,0,28.8,0,1.45,1.49,84
2020-03-13,viernes,3,2020,73,0,22.7,0,1.46,1.37,123
2020-03-14,sábado,3,2020,74,0,21.9,0,1.42,1.39,149
2020-03-15,domingo,3,2020,75,0,25.0,0,1.4,1.43,121
2020-03-16,lunes,3,2020,76,0,25.7,0,1.46,1.48,78
2020-03-17,martes,3,2020,77,0,24.8,0,1.43,1.54,78
2020-03-18,miércoles,3,2020,78,0,20.5,0,1.4,1.39,88
2020-03-19,jueves,3,2020,79,0,24.3,0,1.44,1.38,83
2020-03-20,viernes,3,2020,80,0,21.8,0,1.46,1.49,117
2020-03-21,sábado,3,2020,81,0,25.6,0,1.44,1.42,120
2020-03-22,domingo,3,2020,82,0,24.8,0,1.43,1.56,132
2020-03-23,lunes,3,2020,83,0,22.0,0,1.44,1.49,94
2020-03-24,martes,3,2020,84,0,22.7,0,1.43,1.4,73
2020-03-25,miércoles,3,2020,85,0,21.5,0,1.42,1.48,107
2020-03-26,jueves,3,2020,86,0,23.3,1,1.43,1.47,171
2020-03-27,viernes,3,2020,87,0,25.2,0,1.45,1.42,113
2020-03-28,sábado,3,2020,88,0,21.1,0,1.45,1.53,134
2020-03-29,domingo,3,2020,89,0,23.9,0,1.45,1.55,132
2020-03-30,lunes,3,2020,90,0,21.7,0,1.42,1.5,99
2020-03-31,martes,3,2020,91,0,21.0,0,1.44,1.32,84
2020-04-01,miércoles,4,2020,92,0,22.2,0,1.4,1.45,98
2020-04-02,jueves,4,2020,93,0,20.2,0,1.45,1.51,87
2020-04-03,viernes,4,2020,94,0,21.0,0,1.47,1.44,108
2020-04-04,sábado,4,2020,95,0,19.5,0,1.41,1.4,128
2020-04-05,domingo,4,2020,96,0,25.7,0,1.43,1.57,118
2020-04-06,lunes,4,2020,97,0,21.7,0,1.45,1.42,61
2020-04-07,martes,4,2020,98,0,20.0,0,1.47,1.58,81
2020-04-08,miércoles,4,2020,99,0,21.7,0,1.43,1.49,76
2020-04-09,jueves,4,2020,100,0,20.9,0,1.43,1.45,79
2020-04-10,viernes,4,2020,101,1,20.5,0,1.4,1.33,178
2020-04-11,sábado,4,2020,102,0,22.0,0,1.44,1.55,126
2020-04-12,domingo,4,2020,103,0,22.1,0,1.48,1.5,107
2020-04-13,lunes,4,2020,104,0,19.3,0,1.45,1.47,73
2020-04-14,martes,4,2020,105,0,19.1,0,1.44,1.51,67
2020-04-15,miércoles,4,2020,106,0,19.5,0,1.45,1.51,93
2020-04-16,jueves,4,2020,107,0,15.3,1,1.44,1.52,161
2020-04-17,viernes,4,2020,108,0,16.7,1,1.43,1.5,186
2020-04-18,sábado,4,2020,109,0,22.3,0,1.46,1.46,135
2020-04-19,domingo,4,2020,110,0,22.7,0,1.45,1.62,114
2020-04-20,lunes,4,2020,111,0,18.7,0,1.44,1.44,79
2020-04-21,martes,4,2020,112,0,20.2,0,1.42,1.39,67
2020-04-22,miércoles,4,2020,113,0,19.5,0,1.47,1.42,98
2020-04-23,jueves,4,2020,114,0,24.8,0,1.46,1.58,91
2020-04-24,viernes,4,2020,115,0,20.8,0,1.43,1.44,99
2020-04-25,sábado,4,2020,116,0,18.1,0,1.46,1.52,120
2020-04-26,domingo,4,2020,117,0,16.3,1,1.43,1.41,170
2020-04-27,lunes,4,2020,118,0,14.8,0,1.43,1.36,71
2020-04-28,martes,4,2020,119,0,18.2,1,1.43,1.48,170
2020-04-29,miércoles,4,2020,120,0,16.2,0,1.41,1.31,68
2020-04-30,jueves,4,2020,121,0,14.7,0,1.45,1.44,86
2020-05-01,viernes,5,2020,122,1,16.0,1,1.41,1.45,200
2020-05-02,sábado,5,2020,123,0,15.0,0,1.42,1.4,112
2020-05-03,domingo,5,2020,124,0,20.4,0,1.4,1.51,105
2020-05-04,lunes,5,2020,125,0,18.6,0,1.44,1.56,65
2020-05-05,martes,5,2020,126,0,16.7,0,1.44,1.47,70
2020-05-06,miércoles,5,2020,127,0,19.5,1,1.44,1.35,145
2020-05-07,jueves,5,2020,128,0,16.5,0,1.42,1.32,74
2020-05-08,viernes,5,2020,129,0,14.5,0,1.42,1.42,64
2020-05-09,sábado,5,2020,130,0,19.1,0,1.45,1.58,118
2020-05-10,domingo,5,2020,131,0,17.0,0,1.43,1.5,91
2020-05-11,lunes,5,2020,132,0,13.6,0,1.45,1.55,70
2020-05-12,martes,5,2020,133,0,15.2,0,1.42,1.36,73
2020-05-13,miércoles,5,2020,134,0,13.7,0,1.45,1.48,61
2020-05-14,jueves,5,2020,135,0,12.5,0,1.47,1.47,70
2020-05-15,viernes,5,2020,136,0,17.0,0,1.45,1.41,82
2020-05-16,sábado,5,2020,137,0,18.8,0,1.43,1.36,121
2020-05-17,domingo,5,2020,138,0,12.0,0,1.45,1.52,105
2020-05-18,lunes,5,2020,139,0,15.8,0,1.44,1.38,75
2020-05-19,martes,5,2020,140,0,13.2,0,1.44,1.44,66
2020-05-20,miércoles,5,2020,141,0,13.4,0,1.44,1.4,69
2020-05-21,jueves,5,2020,142,0,13.1,1,1.44,1.57,142
2020-05-22,viernes,5,2020,143,0,12.4,0,1.45,1.5,95
2020-05-23,sábado,5,2020,144,0,14.1,1,1.42,1.48,177
2020-05-24,domingo,5,2020,145,0,12.2,0,1.42,1.47,105
2020-05-25,lunes,5,2020,146,0,14.2,0,1.41,1.39,62
2020-05-26,martes,5,2020,147,0,13.5,1,1.41,1.45,145
2020-05-27,miércoles,5,2020,148,0,12.9,1,1.42,1.41,135
2020-05-28,jueves,5,2020,149,0,11.5,1,1.45,1.43,123
2020-05-29,viernes,5,2020,150,0,12.0,0,1.42,1.55,91
2020-05-30,sábado,5,2020,151,0,14.6,0,1.45,1.54,106
2020-05-31,domingo,5,2020,152,0,13.9,0,1.44,1.41,87
2020-06-01,lunes,6,2020,153,0,10.8,0,1.4,1.4,60
2020-06-02,martes,6,2020,154,0,12.9,0,1.46,1.5,59
2020-06-03,miércoles,6,2020,155,0,14.1,0,1.46,1.36,60
2020-06-04,jueves,6,2020,156,0,9.1,0,1.42,1.38,73
2020-06-05,viernes,6,2020,157,0,13.4,0,1.45,1.41,72
2020-06-06,sábado,6,2020,158,0,10.9,0,1.42,1.44,93
2020-06-07,domingo,6,2020,159,0,13.3,0,1.44,1.46,94
2020-06-08,lunes,6,2020,160,0,10.5,0,1.42,1.44,52
2020-06-09,martes,6,2020,161,0,8.3,0,1.41,1.35,46
2020-06-10,miércoles,6,2020,162,0,8.6,0,1.43,1.41,58
2020-06-11,jueves,6,2020,163,0,11.8,0,1.44,1.57,62
2020-06-12,viernes,6,2020,164,0,12.1,0,1.43,1.43,64
2020-06-13,sábado,6,2020,165,0,9.7,0,1.42,1.4,100
2020-06-14,domingo,6,2020,166,0,12.7,0,1.43,1.45,85
2020-06-15,lunes,6,2020,167,0,8.0,0,1.45,1.58,59
2020-06-16,martes,6,2020,168,0,11.1,0,1.44,1.49,50
2020-06-17,miércoles,6,2020,169,0,8.8,0,1.45,1.53,69
2020-06-18,jueves,6,2020,170,0,9.8,0,1.43,1.55,80
2020-06-19,viernes,6,2020,171,0,11.1,0,1.47,1.59,87
2020-06-20,sábado,6,2020,172,0,9.2,0,1.42,1.44,92
2020-06-21,domingo,6,2020,173,0,10.1,1,1.45,1.45,157
2020-06-22,lunes,6,2020,174,0,12.8,1,1.47,1.39,119
2020-06-23,martes,6,2020,175,0,9.6,0,1.45,1.5,55
2020-06-24,miércoles,6,2020,176,0,12.4,0,1.44,1.44,69
2020-06-25,jueves,6,2020,177,0,8.4,0,1.43,1.33,57
2020-06-26,viernes,6,2020,178,0,11.6,0,1.46,1.52,65
2020-06-27,sábado,6,2020,179,0,13.4,0,1.41,1.42,98
2020-06-28,domingo,6,2020,180,0,5.5,0,1.42,1.44,108
2020-06-29,lunes,6,2020,181,0,8.8,0,1.43,1.52,44
2020-06-30,martes,6,2020,182,0,11.5,0,1.47,1.44,52
2020-07-01,miércoles,7,2020,183,0,9.9,0,1.45,1.57,58
2020-07-02,jueves,7,2020,184,0,11.0,0,1.42,1.42,56
2020-07-03,viernes,7,2020,185,0,9.0,0,1.44,1.4,71
2020-07-04,sábado,7,2020,186,0,10.4,0,1.43,1.54,104
2020-07-05,domingo,7,2020,187,0,9.9,0,1.43,1.48,87
2020-07-06,lunes,7,2020,188,0,12.5,0,1.46,1.51,40
2020-07-07,martes,7,2020,189,0,10.6,1,1.41,1.37,105
2020-07-08,miércoles,7,2020,190,0,10.8,0,1.47,1.51,64
2020-07-09,jueves,7,2020,191,0,9.2,0,1.46,1.41,66
2020-07-10,viernes,7,2020,192,0,9.1,1,1.46,1.57,142
2020-07-11,sábado,7,2020,193,0,9.2,0,1.43,1.42,90
2020-07-12,domingo,7,2020,194,0,10.8,0,1.44,1.52,90
2020-07-13,lunes,7,2020,195,0,9.2,1,1.41,1.33,113
2020-07-14,martes,7,2020,196,0,10.6,0,1.43,1.34,53
2020-07-15,miércoles,7,2020,197,0,14.2,0,1.45,1.46,61
2020-07-16,jueves,7,2020,198,0,11.7,0,1.47,1.49,67
2020-07-17,viernes,7,2020,199,0,9.4,0,1.42,1.46,80
2020-07-18,sábado,7,2020,200,0,12.4,0,1.43,1.5,103
2020-07-19,domingo,7,2020,201,0,9.2,1,1.44,1.46,167
2020-07-20,lunes,7,2020,202,0,6.0,0,1.41,1.47,48
2020-07-21,martes,7,2020,203,0,8.0,0,1.45,1.37,37
2020-07-22,miércoles,7,2020,204,0,6.3,0,1.43,1.54,64
2020-07-23,jueves,7,2020,205,0,9.4,0,1.44,1.4,69
2020-07-24,viernes,7,2020,206,0,10.1,0,1.43,1.58,70
2020-07-25,sábado,7,2020,207,0,13.5,0,1.43,1.52,109
2020-07-26,domingo,7,2020,208,0,10.8,0,1.44,1.52,106
2020-07-27,lunes,7,2020,209,0,9.8,0,1.44,1.49,51
2020-07-28,martes,7,2020,210,0,11.9,0,1.43,1.47,45
2020-07-29,miércoles,7,2020,211,0,5.8,0,1.43,1.48,58
2020-07-30,jueves,7,2020,212,0,10.8,0,1.45,1.39,54
2020-07-31,viernes,7,2020,213,0,11.9,0,1.48,1.52,71
2020-08-01,sábado,8,2020,214,0,7.4,0,1.44,1.41,106
2020-08-02,domingo,8,2020,215,0,12.7,0,1.46,1.42,79
2020-08-03,lunes,8,2020,216,0,11.2,0,1.41,1.37,41
2020-08-04,martes,8,2020,217,0,9.7,0,1.45,1.43,53
2020-08-05,miércoles,8,2020,218,0,11.9,0,1.42,1.42,59
2020-08-06,jueves,8,2020,219,0,15.2,0,1.41,1.46,68
2020-08-07,viernes,8,2020,220,0,11.1,0,1.43,1.47,95
2020-08-08,sábado,8,2020,221,0,11.3,0,1.47,1.41,102
2020-08-09,domingo,8,2020,222,0,9.9,0,1.46,1.5,99
2020-08-10,lunes,8,2020,223,0,9.2,0,1.45,1.41,45
2020-08-11,martes,8,2020,224,0,12.7,0,1.41,1.43,61
2020-08-12,miércoles,8,2020,225,0,9.4,0,1.44,1.5,56
2020-08-13,jueves,8,2020,226,0,11.3,0,1.45,1.46,64
2020-08-14,viernes,8,2020,227,0,10.3,0,1.45,1.5,79
2020-08-15,sábado,8,2020,228,1,12.3,0,1.41,1.39,175
2020-08-16,domingo,8,2020,229,0,12.1,1,1.42,1.53,139
2020-08-17,lunes,8,2020,230,0,13.6,0,1.44,1.35,33
2020-08-18,martes,8,2020,231,0,10.6,0,1.45,1.48,52
2020-08-19,miércoles,8,2020,232,0,11.2,0,1.4,1.45,64
2020-08-20,jueves,8,2020,233,0,9.8,0,1.44,1.32,62
2020-08-21,viernes,8,2020,234,0,11.0,0,1.44,1.5,90
2020-08-22,sábado,8,2020,235,0,12.8,0,1.46,1.52,108
2020-08-23,domingo,8,2020,236,0,13.6,0,1.46,1.46,89
2020-08-24,lunes,8,2020,237,0,10.4,0,1.45,1.31,31
2020-08-25,martes,8,2020,238,0,14.1,0,1.43,1.42,52
2020-08-26,miércoles,8,2020,239,0,15.1,0,1.4,1.48,69
2020-08-27,jueves,8,2020,240,0,13.4,0,1.43,1.51,63
2020-08-28,viernes,8,2020,241,0,16.4,0,1.46,1.43,78
2020-08-29,sábado,8,2020,242,0,11.2,0,1.47,1.44,106
2020-08-30,domingo,8,2020,243,0,10.4,0,1.46,1.52,87
2020-08-31,lunes,8,2020,244,0,9.5,0,1.45,1.52,60
2020-09-01,martes,9,2020,245,0,16.1,0,1.45,1.32,72
2020-09-02,miércoles,9,2020,246,0,14.6,0,1.43,1.44,67
2020-09-03,jueves,9,2020,247,0,13.3,0,1.44,1.51,65
2020-09-04,viernes,9,2020,248,0,14.1,0,1.48,1.38,84
2020-09-05,sábado,9,2020,249,0,11.4,0,1.42,1.37,94
2020-09-06,domingo,9,2020,250,0,18.7,0,1.47,1.59,108
2020-09-07,lunes,9,2020,251,0,14.2,0,1.44,1.48,67
2020-09-08,martes,9,2020,252,0,14.3,0,1.47,1.46,75
2020-09-09,miércoles,9,2020,253,0,15.7,0,1.41,1.31,64
2020-09-10,jueves,9,2020,254,0,15.3,0,1.45,1.36,74
2020-09-11,viernes,9,2020,255,0,14.9,0,1.43,1.4,80
2020-09-12,sábado,9,2020,256,0,13.1,0,1.41,1.56,114
2020-09-13,domingo,9,2020,257,0,15.7,0,1.45,1.45,90
2020-09-14,lunes,9,2020,258,0,18.7,0,1.46,1.56,63
2020-09-15,martes,9,2020,259,0,17.8,0,1.43,1.53,63
2020-09-16,miércoles,9,2020,260,0,18.4,0,1.41,1.4,70
2020-09-17,jueves,9,2020,261,0,14.4,0,1.44,1.4,67
2020-09-18,viernes,9,2020,262,0,13.6,0,1.44,1.46,89
2020-09-19,sábado,9,2020,263,0,15.4,0,1.45,1.57,113
2020-09-20,domingo,9,2020,264,0,16.0,0,1.46,1.58,103
2020-09-21,lunes,9,2020,265,0,18.2,1,1.44,1.39,132
2020-09-22,martes,9,2020,266,0,12.8,0,1.48,1.57,65
2020-09-23,miércoles,9,2020,267,0,19.4,1,1.45,1.46,150
2020-09-24,jueves,9,2020,268,0,16.2,0,1.44,1.53,74
2020-09-25,viernes,9,2020,269,0,15.8,0,1.41,1.34,84
2020-09-26,sábado,9,2020,270,0,14.8,0,1.44,1.48,112
2020-09-27,domingo,9,2020,271,0,13.7,0,1.44,1.52,99
2020-09-28,lunes,9,2020,272,0,18.8,0,1.46,1.49,60
2020-09-29,martes,9,2020,273,0,17.4,0,1.45,1.44,79
2020-09-30,miércoles,9,2020,274,0,14.9,0,1.42,1.36,59
2020-10-01,jueves,10,2020,275,0,15.0,0,1.45,1.45,83
2020-10-02,viernes,10,2020,276,0,17.1,1,1.46,1.39,153
2020-10-03,sábado,10,2020,277,0,21.3,0,1.47,1.64,127
2020-10-04,domingo,10,2020,278,0,17.6,0,1.46,1.43,112
2020-10-05,lunes,10,2020,279,0,15.3,0,1.46,1.41,76
2020-10-06,martes,10,2020,280,0,18.0,0,1.44,1.5,63
2020-10-07,miércoles,10,2020,281,0,18.1,0,1.45,1.41,87
2020-10-08,jueves,10,2020,282,0,13.4,0,1.47,1.49,90
2020-10-09,viernes,10,2020,283,0,18.9,0,1.42,1.52,93
2020-10-10,sábado,10,2020,284,0,18.7,0,1.44,1.55,110
2020-10-11,domingo,10,2020,285,0,20.7,0,1.43,1.48,109
2020-10-12,lunes,10,2020,286,1,23.2,0,1.45,1.52,135
2020-10-13,martes,10,2020,287,0,21.9,0,1.47,1.42,94
2020-10-14,miércoles,10,2020,288,0,19.3,0,1.43,1.59,89
2020-10-15,jueves,10,2020,289,0,17.8,0,1.39,1.3,69
2020-10-16,viernes,10,2020,290,0,25.3,0,1.43,1.51,92
2020-10-17,sábado,10,2020,291,0,20.5,0,1.46,1.44,124
2020-10-18,domingo,10,2020,292,0,20.6,0,1.45,1.58,120
2020-10-19,lunes,10,2020,293,0,20.7,0,1.45,1.49,66
2020-10-20,martes,10,2020,294,0,21.3,0,1.44,1.46,75
2020-10-21,miércoles,10,2020,295,0,20.8,0,1.42,1.39,74
2020-10-22,jueves,10,2020,296,0,20.1,0,1.45,1.47,77
2020-10-23,viernes,10,2020,297,0,20.3,1,1.43,1.52,164
2020-10-24,sábado,10,2020,298,0,21.5,0,1.49,1.53,132
2020-10-25,domingo,10,2020,299,0,20.6,0,1.45,1.43,121
2020-10-26,lunes,10,2020,300,0,20.5,0,1.43,1.61,84
2020-10-27,martes,10,2020,301,0,22.3,0,1.43,1.51,73
2020-10-28,miércoles,10,2020,302,0,21.7,0,1.44,1.38,84
2020-10-29,jueves,10,2020,303,0,25.4,0,1.44,1.51,84
2020-10-30,viernes,10,2020,304,0,17.3,0,1.46,1.49,102
2020-10-31,sábado,10,2020,305,0,24.9,0,1.45,1.48,117
2020-11-01,domingo,11,2020,306,0,25.4,0,1.43,1.4,118
2020-11-02,lunes,11,2020,307,0,18.9,0,1.48,1.56,90
2020-11-03,martes,11,2020,308,0,22.5,0,1.44,1.47,107
2020-11-04,miércoles,11,2020,309,0,22.6,0,1.46,1.41,93
2020-11-05,jueves,11,2020,310,0,20.7,0,1.43,1.51,95
2020-11-06,viernes,11,2020,311,0,22.1,0,1.45,1.44,106
2020-11-07,sábado,11,2020,312,0,21.6,0,1.45,1.51,135
2020-11-08,domingo,11,2020,313,0,27.5,0,1.4,1.43,138
2020-11-09,lunes,11,2020,314,0,26.1,1,1.48,1.57,159
2020-11-10,martes,11,2020,315,0,26.9,0,1.47,1.45,87
2020-11-11,miércoles,11,2020,316,0,25.9,0,1.43,1.41,84
2020-11-12,jueves,11,2020,317,0,22.4,0,1.42,1.39,99
2020-11-13,viernes,11,2020,318,0,23.7,0,1.45,1.47,117
2020-11-14,sábado,11,2020,319,0,25.9,0,1.44,1.55,130
2020-11-15,domingo,11,2020,320,0,22.6,0,1.45,1.42,121
2020-11-16,lunes,11,2020,321,0,26.7,0,1.45,1.57,97
2020-11-17,martes,11,2020,322,0,24.9,0,1.45,1.4,90
2020-11-18,miércoles,11,2020,323,0,24.8,0,1.47,1.51,95
2020-11-19,jueves,11,2020,324,0,27.1,0,1.45,1.55,99
2020-11-20,viernes,11,2020,325,0,26.7,0,1.42,1.53,112
2020-11-21,sábado,11,2020,326,0,25.2,0,1.47,1.43,148
2020-11-22,domingo,11,2020,327,0,28.4,0,1.47,1.5,119
2020-11-23,lunes,11,2020,328,0,24.1,0,1.51,1.45,87
2020-11-24,martes,11,2020,329,0,27.6,0,1.42,1.39,67
2020-11-25,miércoles,11,2020,330,0,27.7,0,1.45,1.55,80
2020-11-26,jueves,11,2020,331,0,26.0,0,1.4,1.46,84
2020-11-27,viernes,11,2020,332,0,27.4,0,1.45,1.39,113
2020-11-28,sábado,11,2020,333,0,24.4,0,1.43,1.51,116
2020-11-29,domingo,11,2020,334,0,28.8,0,1.48,1.54,115
2020-11-30,lunes,11,2020,335,0,26.8,0,1.43,1.41,56
2020-12-01,martes,12,2020,336,0,26.2,0,1.41,1.43,85
2020-12-02,miércoles,12,2020,337,0,29.5,0,1.43,1.47,88
2020-12-03,jueves,12,2020,338,0,26.1,0,1.4,1.37,112
2020-12-04,viernes,12,2020,339,0,24.8,0,1.46,1.44,120
2020-12-05,sábado,12,2020,340,0,24.6,0,1.4,1.43,138
2020-12-06,domingo,12,2020,341,0,29.0,0,1.44,1.38,133
2020-12-07,lunes,12,2020,342,1,25.4,0,1.4,1.51,153
2020-12-08,martes,12,2020,343,1,31.5,0,1.44,1.5,142
2020-12-09,miércoles,12,2020,344,0,24.0,0,1.47,1.44,88
2020-12-10,jueves,12,2020,345,0,31.6,0,1.45,1.58,88
2020-12-11,viernes,12,2020,346,0,28.7,0,1.42,1.52,108
2020-12-12,sábado,12,2020,347,0,28.2,0,1.44,1.56,141
2020-12-13,domingo,12,2020,348,0,27.4,0,1.44,1.42,129
2020-12-14,lunes,12,2020,349,0,29.4,0,1.45,1.48,99
2020-12-15,martes,12,2020,350,0,28.6,0,1.41,1.49,93
2020-12-16,miércoles,12,2020,351,0,31.0,0,1.45,1.4,65
2020-12-17,jueves,12,2020,352,0,29.1,0,1.39,1.5,102
2020-12-18,viernes,12,2020,353,0,29.2,0,1.43,1.43,100
2020-12-19,sábado,12,2020,354,0,28.3,0,1.43,1.4,129
2020-12-20,domingo,12,2020,355,0,29.0,0,1.45,1.43,119
2020-12-21,lunes,12,2020,356,0,29.8,1,1.44,1.47,147
2020-12-22,martes,12,2020,357,0,25.8,0,1.41,1.49,83
2020-12-23,miércoles,12,2020,358,0,26.6,0,1.42,1.44,97
2020-12-24,jueves,12,2020,359,0,30.8,0,1.45,1.38,80
2020-12-25,viernes,12,2020,360,1,29.7,0,1.44,1.37,177
2020-12-26,sábado,12,2020,361,0,29.1,0,1.43,1.46,155
2020-12-27,domingo,12,2020,362,0,29.5,0,1.43,1.41,115
2020-12-28,lunes,12,2020,363,0,30.3,0,1.46,1.5,83
2020-12-29,martes,12,2020,364,0,28.5,0,1.43,1.51,69
2020-12-30,miércoles,12,2020,365,0,28.1,0,1.44,1.48,91
2020-12-31,jueves,12,2020,366,0,30.1,0,1.49,1.57,101
2021-01-01,viernes,1,2021,1,1,27.8,1,1.46,1.56,261
2021-01-02,sábado,1,2021,2,0,30.6,0,1.45,1.55,145
2021-01-03,domingo,1,2021,3,0,26.4,0,1.5,1.5,145
2021-01-04,lunes,1,2021,4,0,31.9,0,1.47,1.4,109
2021-01-05,martes,1,2021,5,0,30.8,0,1.48,1.51,106
2021-01-06,miércoles,1,2021,6,1,30.4,0,1.47,1.63,149
2021-01-07,jueves,1,2021,7,0,31.9,0,1.48,1.59,91
2021-01-08,viernes,1,2021,8,0,33.3,0,1.52,1.65,112
2021-01-09,sábado,1,2021,9,0,32.0,0,1.5,1.41,130
2021-01-10,domingo,1,2021,10,0,26.3,0,1.5,1.64,145
2021-01-11,lunes,1,2021,11,0,27.4,1,1.46,1.5,140
2021-01-12,martes,1,2021,12,0,28.7,0,1.46,1.41,93
2021-01-13,miércoles,1,2021,13,0,30.0,0,1.43,1.44,105
2021-01-14,jueves,1,2021,14,0,31.0,0,1.47,1.32,97
2021-01-15,viernes,1,2021,15,0,28.5,0,1.5,1.51,112
2021-01-16,sábado,1,2021,16,0,30.4,0,1.5,1.47,150
2021-01-17,domingo,1,2021,17,0,28.5,0,1.48,1.47,120
2021-01-18,lunes,1,2021,18,0,28.8,0,1.48,1.53,93
2021-01-19,martes,1,2021,19,0,27.2,0,1.47,1.55,99
2021-01-20,miércoles,1,2021,20,0,28.1,0,1.49,1.52,101
2021-01-21,jueves,1,2021,21,0,27.2,1,1.5,1.48,168
2021-01-22,viernes,1,2021,22,0,28.0,1,1.45,1.51,180
2021-01-23,sábado,1,2021,23,0,32.0,0,1.49,1.62,142
2021-01-24,domingo,1,2021,24,0,28.0,1,1.5,1.43,197
2021-01-25,lunes,1,2021,25,0,35.1,0,1.48,1.49,82
2021-01-26,martes,1,2021,26,0,30.8,0,1.5,1.47,85
2021-01-27,miércoles,1,2021,27,0,30.2,0,1.54,1.48,101
2021-01-28,jueves,1,2021,28,0,28.0,0,1.48,1.55,102
2021-01-29,viernes,1,2021,29,0,31.1,0,1.49,1.49,123
2021-01-30,sábado,1,2021,30,0,28.5,0,1.47,1.46,145
2021-01-31,domingo,1,2021,31,0,29.9,1,1.49,1.62,197
2021-02-01,lunes,2,2021,32,0,34.7,0,1.49,1.55,89
2021-02-02,martes,2,2021,33,0,29.3,0,1.49,1.56,86
2021-02-03,miércoles,2,2021,34,0,31.8,0,1.46,1.42,96
2021-02-04,jueves,2,2021,35,0,28.0,0,1.49,1.57,106
2021-02-05,viernes,2,2021,36,0,29.3,0,1.51,1.5,110
2021-02-06,sábado,2,2021,37,0,32.8,1,1.49,1.46,214
2021-02-07,domingo,2,2021,38,0,28.0,0,1.5,1.4,134
